name,abv,ibu,descript,brewery_id,category_id
Jasparilla,9,0,"Brilliantly golden, Jasperilla is a unique take on an old ale. Biscuity malt flavors meld with subtle plum and berry notes, produced by a special blend of English Old Ale and Chico yeasts. Brewed once a year, and aged for six months prior to release, the Jasperilla is smooth despite its 9% abv.
Jasper dressed as Hosehead from Strange Brew
We named this beer after our dog Jasper because he has brought so much joy to our lives. We got Jasper from a local dog rescue group called Mixed Breed Rescue. He has been a constant source of smiles and kept our spirits high through many late nights and long hours at the brewery.
Jasperilla is so good and smooth that you'll beg like a dog for more, roll over for a belly rub, howl at the moon...you get the picture.",692,1
Jever Pilsener,4.9,0,A Norther German (Friesian) Pilsener that is cattegoristic of the style. It is a little more hoppy than Czech pilseners giving it a more herb (bitter?) flavor.,714,7
WernesgrÃƒÂ¼ner Pils Legende,4.9,0,A classic German-style Pils,1350,7
Fauerbach Amber Lager,4.5,0,,514,-1
Gran Met,10.5,0,"Our Gran Met (Grand Master) is an Ale made from our Propriatery yeast from a small brewery in Belgium. We use Cane and Beet sugar, along with German Pilsner Malt to create the unique flavor of this age old style. We also use a unique fermentation process of slowly adding the sugars to the fermentation during fermentation. This allows the yeast to more slowly ferment the beer without overloading the yeast. This process allows for a more clean, tight flavor profile.10% alc by vol. 
Bottle Conditioned and Refermented.",1330,5
White Magick of the Sun,6.75,0,"This Wheat ale is made with a little Voodoo Twist. We use our house Belgian Ale yeast and add the average unmalted wheat, wheat, barley,raw oats, malted rye and just add more of each. Hopped evenly and spiced with coriander, bitter and sweet orange peel, juniper berries, 12 varieties of peppercorns,lemon grass and caraway. About 6.75% alc by vol. 
Bottle Conditioned and Refermented.  NOT A WIT BIER!!! Just stuff we like in beer that goes great with food. 
This beer is to be the answer to those hot summer days. Blows away carbonated water!!!!!",1330,11
Voodoo Love Child,10.5,0,"This is our Gran Met Ale aged on intimate Passion Fruit, Raspberry and Michigan Tart Cherry. Lightly spiced with passion. Light Reddish hue and with a alcohol strength of 10% and nicely carbonated in the bottle. 
Again Bottle Conditioned and Fermented.  
Enjoy a couple and have your own Voodoo Love Child later!!!",1330,5
Black Magick,15,0,"This is an Imperial Stout that is Brewed to great strength and complexity. We then gently age that beer in Elaigh Craig 13 1/2 year old Bourbon Barrels for 1 yr. and then primed and bottled to bottle condition for continued aging and celler life. Black Magick should be able to be aged up to about 5 years, to heighten the complexity and smooth nature of this beer. This beer should be opened to breath, pour into snifter and enjoy at 55-60 F. 
This is a truly Barrel aged ale and is not to have a large carbonation. We bottle condition it to achieve cask like characteristics.",1330,3
4 Seasons IPA,8,0,India Pale Ale is a wonderful example of marriage.  Bitter Hops and Boasting Barley come together to make one of the most sought after ales of the Craft Beer masses. Bottle Conditioned and Refermented.,1330,3
Big Black Voodoo Daddy,12,0,"This is our Imperial Stout that we age in conditioning tanks with oak staves.  This adds a classic character of old world aging with out the Bourbon tones. This black ale is about 12% alc. and very rich in roasted and chocolate malt tones.  Velvety smooth and able tobe aged for years. For now this will be a Seasonal Beer Offering. 
All Beers to be bottle conditioned and Refermented.",1330,3
PILZILLA,6.75,0,"Pilzilla is a beer that I've been brewing for years. Each year it gets bigger and bigger. Nicknamed \The beer that took over Tokyo\"". It is an unfiltered Keller Bier. Nicley hopped at this point with 9 different kinds of hops at 10 additions and about 6.75 % alc. Each year we will add another variety of hop and bump the alc a bit. This is listed on Beer Advocate as the highest rated Kellerbier in the world. 
Bottle Conditioned and Refermented. 
This is not your average pilsner",1330,-1
Wynona's Big Brown Ale,7.3,0,"This is named after a song that sparked the idea to make this ale. Brown ales seem to be there, but not really there, do you know what I mean? Well that won't be the mistake with Wynona! We Voodooed out this style and added more that's what we say. Mildly hoppy and smooth with hints of chocolate and tons of brown malt to let you know it's there. Currently 7.3% by vol. 
Bottle conditioned and Refermented. 
Get down with the brown, You'll be Happy You Did!!",1330,3
Fauerbach Export,0,0,Actually a Dortmunder/Export style,514,8
Esser's Best,0,0,German Style Lager,508,8
Esser's Cross Plains Special,0,0,,508,7
Hannen Alt,0,0,Classic German Alt,628,4
Capital Bavarian Lager,0,0,Munich Helles style Lager,338,-1
Potbelly Porter,0,0,Our Porter has a deep dark color and a light creamy head. The aroma and flavor lingers of burnt grains and roasted coffe. We hope you enjoy this special brew.,402,2
Celebration Wheat,0,0,A nice traditional cloudy wheat beer. It is light in color with a banana and yeasty fragrance. This would go nice on a hot summer day or anytime you want a refreshing drink.,402,11
Lucky 393 Grand Cru,0,0,This beer is medium dark in color but it has a light body and a smooth mouthfeel. Coriander and orange will surround your senses and keep you coming back for more.,402,5
Eislin Dubbel,8,0,"The Dubbel is a nice brown creamy sweet, malty and strong ale. It is a traditional Belgian dubbel ale with a secondary fermentation. This complex ale has many flavor characteristics. At 8% abv you will notice a slight alcohol warmth at the finish .",402,5
Dead Man Walkin' IPA,6.4,0,This extra hoppy ale is characteristic of the classic pale ales. Using the very flavorful Mount Hood and Liberty hops we have created classic IPA goodness every sailor knows.,409,3
Anne Bonny Irish Stout,3.9,0,"How about trying a glass of traditional Irish stout. Our stout however is not particularly dry and has overtones of dark chocolate and toffee. The infused nitrogen gives a wonderful cascading effect in the glass and a rich, creamy head. Particularly tasty when paired with our oysters on the half shell.",409,-1
Capital Island Wheat,0,0,,338,11
Capital Rustic Ale,0,0,,338,3
Capital Oktoberfest,0,0,,338,7
Capital Prairie Gold,0,0,,338,5
Capital U.S. Pale Ale,0,0,,338,3
American Brown Ale,6.5,0,"Every winter 300 hardy Telemark skiers converge at Mt. Bohemia and the Porcupine Mountains ski areas for three days of back country touring, lift served high speed runs, chili cook offs, and dancing and beer drinking to Finnish Reggae, Bluegrass, or whatever else comes out of the woodwork. Steve brews this hoppy American Brown Ale in honor of his good friends and ski buddies from all over the Midwest and Canada who attend. Rich, malty, and dry-hopped to perfection. Available December through March.",1250,3
McGilligans IPA,6.25,0,"India Pale Ales, or IPAÃ¢â‚¬â„¢s, were brewed for British soldiers stationed in India. These ales needed to higher in alcohol and have more hops than normal to survive the long journey, and ours is no exception. Brewed with Belgian and German malts and dry hopped with loads of Cascades, our version honors our friend who had his own grueling journey involving a boat and cold water!",1250,3
Paris-Roubaix Pale Ale,5.25,0,"Named after one of the longest running bicycle races in France and aptly nicknamed \The Hell Of The North\""",1250,3
The Livery Dunkel Weizen,5.25,0,This dark version of our Hefe Weizen retains the banana and clove flavors from the yeast and also has a richer malt flavor. Available November through April,1250,11
Double Paw,8.5,0,A single malt and single hop version of an American Brewers classic style. This is definitely our hoppiest beer and quickly becoming a hop head cult classic!,1250,3
Ginger Tom,4,0,"An old fashioned style ginger beer brewed naturally with honey, malt, lemon and fresh root ginger, leaving you with a refreshing crisp zesty flavour.",474,11
Yorkshire Brown,5,0,"Brewed in the style of Northern England, this brown ale is dark and rich, with just a hint of chocolate malt and East Kent Golding hops in the finish.",1250,-1
Hoppy Chick,5.75,0,"Named for mug club member and local jewelry maker, Angie Caldwell. English Maris Otter pale malt, English Crystal malt, and a blend of English and North American hops create this amber, hoppy IPA with just the right balance.",1250,1
Cousin Jax,9,0,"Way up in the Keewenaw Peninsula in Michigans UP, Mt. Bohemia ski area has a powder run hidden at the top called \Cousin Jack\"" (named after the Cornish miners)that winds its' way steeply through the rocks and trees. AAAHHH WINTER!!! Double the Belgian Malt",1250,3
Bourbon Barrel Aged Cousin Jax,0,0,"Way up in the Keewenaw Peninsula in Michigans UP, Mt. Bohemia ski area has a powder run hidden at the top called \Cousin Jack\"" (named after the Cornish miners)that winds its' way steeply through the rocks and trees. AAAHHH WINTER!!! Double the Belgian Malt",1250,3
The Livery Hefe Weizen,5,0,"A lightly hopped, refreshing, Bavarian style wheat ale that has hints of banana and clove in the finish. Available May until October.",1250,4
Thoms Special Ale,6.25,0,"This deep copper colored Ale is named after Steve's homebrew buddy Thom Phillips, who has had a part in helping to formulate some of the final Ale recipes at the Livery. Hints of caramel make their way through the aromatic bitterness of Centennial hops.",1250,3
Old Cedar,7,0,"Named after a drawing of an old cedar tree growing out of a cliff on the Lake Superior shoreline done by friend and artist Ladislav Hanka, this beer is copper colored and hopped with American Centennial and English East Kent Golding hops.",1250,-1
Laughing Dragon,6.25,0,"Named for our friend and patron Tad Eastman, whose Laughing Dragon Tie-Dye studio puts out our fabulous shirts-each one an individual work of art signed by Tad! Reddish Amber in color, this beer has a very bold Chinook hop character.",1250,3
Herb Superb,6,0,"This India Pale Ale is brewed with English Maris Otter pale malt and Chocolate malt, giving it a dark color and is generously hopped with English Fuggles hops. Named for mug club member and brewery supporter Herb Caldwell.",1250,1
Bluejackets Best,6.25,0,"This is a single malt-English pale, and single hop-English Fuggles, India Pale Ale with a rich golden color and spicy finish. Named for brewery supporters John and Cindy Bundick, with reference to John's service on a submarine.",1250,1
The Livery Kilt Tilter,9,0,"Our version of a Scotch Ale is made with a portion of peat smoked barley. Very malty, with a subtle smoky finish. Also available in a barrel aged version.",1250,1
Maillot Jaune,5.5,0,"Maillot Jaune, or \Yellow Shirt\""",1250,5
555 IPA,6.25,0,"A true North American IPA! All North American malts, Northwest Mt. Hood hops, and American Ale yeast all blend for a perfectly balanced bitter ale.",1250,3
Verchuosity,12,0,"Brewmaster Steve took his Belgian Amber Ale and re-fermented it in a merlot cask with 100# of sweet Michigan cherries from Husteds Farm Market. He than moved the resulting beer into another cask with 30# of tart cherries. 5 fermentations due to wild yeast and 9 months later, we have our version of a Belgian Kriek. Named after our good friend and musician, April Verch.",1250,5
Imperial Czech Premium Lager,0,0,,753,8
Sierra Nevada Kellerweis,0,0,,1142,4
Local 2,8.7,0,,259,5
Barrel Aged Synapse ESB,6,0,"Extra Special Bitter, or ESB, were the benchmark beers for British brewers to serve to their special customers. Brewed with British pale and crystal malt, this reddish copper beer finishes with a subtle dose of English Fuggles hops.",1250,1
Hopfen Weisse,8.2,0,"Schneider & Brooklyner Hopfen-Weisse is a collaboration between brewmasters Hans-Peter Drexler of the Schneider Weissbier Brewery and Garrett Oliver of the Brooklyn Brewery. Garrett and Hans-Peter have long admired each others beers. Now together they bring you a new sensation, a pale weissbock robustly dry-hopped with the Hallertauer Saphir variety grown in the fields near the Schneider brewery. Hoppy, zesty and supremely refreshing, Scheider & Brooklyner Hopfen-Weisse is a delicious blend of Bavarian craftsmanship and American ingenuity.",1023,4
South County American Ale,6.33,0,This American style amber ale will be our opening release and house beer for SCBC. AmericAle is smooth and diverse all in one shot. With a medium malt body and fresh hop aroma we hope you enjoy drinking it as much as we do making it.,1168,3
South County Munich Dunkel Lager,0,0,"Crisp and smooth. This beer is deep amber in color. Toasty, malty flavor. Full-bodied with a clean finish.",1168,-1
Brigantine Smoked Porter,8.54,0,"Our Brigantine Smoked Porter, much like the high seas, can be a wild ride. This beer is dark brown and full bodied with roasted tones and a hint of chocolate. As if that weren't enough it finishes with a smoked flavor that seems right at home during cooler months here in Southern York County.",1168,2
Planet Bean Coffee Stout,7,0,"Brewed to give the stout a smoother, almost slick, mouthfeel with a nice finish of coffee provided by Cumberland Coffee and Tea Company. Dark malts are used to give this beer a very complex roast flavor. Lower bittering rates ~30 IBUÃ¢â‚¬â„¢s helps put the flavor highlighting the maltiness, and roasted malt. ABV is coming in around 7% on this one!",1182,-1
Big Swell IPA,6.2,0,"India Pale Ale was developed in Burton, England, as a \Super-Premium\"" hoppy pale ale around 1800. The extra strength in alcohol and hops helped preserve the beer on its long export journeys to India and beyond. The style developed a following worldwide. Its flavor begins with a smooth",836,3
Maui Coconut Porter,5.7,0,"Our Coconut Porter is a classic robust porter spiced with all natural toasted coconut.  It is black in color and crowned with a creamy, dark tan head.   It begins with a malty-toasted coconut aroma followed by a rich, silky feel with tastes of dark malt, chocolate, and hints of coffee.  It then finishes with flavors of  toasted coconut and hoppy spice to balance the finish.",836,2
Bikini Blonde Lager,3.8,0,"Our lightest beer, made from 100% malted barley. This blonde lager is what sailors really swam to shore for; it's light, with very little bitterness and a slight malt finish.",836,-1
Budweiser Budvar (Czechvar),5,0,"Our Czech Premium Lager is beer for light beer lovers. The most gentle heads of the high quality Ã…Â½atec hop, virgin clear natural water and granules of selected species of Moravian barley make it the beverage of real experts. 
The 700-year long tradition in production of Ã„Å’eskÃƒÂ© BudÃ„â€ºjovice beer and the unique, 90-day period of maturity increase its unique character. You can taste Budweiser Budvar Czech Premium Lager with all your senses. First of all you will delight your eyes with its beautiful colour and rich dense foam, then you will feel the fine aroma of the hops, in your palm you will stroke the dewy glass and, in the end, you will taste the fine to medium strong bitterness. You will remember well, our perfect lager.",245,7
Round Barn Amber Ale,0,0,"Our Amber Ale is a deep, copper ale with rich notes of caramel balanced with a hop finish, making it a great all-around beer that pairs well with roasted meats or a favorite sandwich. Round Barn beer is bottle conditioned, decant into a pint glass before drinking for the best taste experience.",1253,3
Round Barn Cocoa Stout,0,0,"Our Cocoa Stout boasts a beautiful black body and tan head with notes of roasted barley, coffee, and bittersweet chocolate. Enjoy with dessert Ã¢â‚¬Â¹ especially good in a float with vanilla ice cream. Round Barn beer is bottle conditioned, decant into a pint glass before drinking for the best taste experience. Contains lactose (milk sugar).",1253,1
Round Barn KÃƒÂ¶lsch Style,0,0,"Our KÃƒÂ¶lsch style beer is a golden-blonde ale that is our version of Cologne's native style. Soft, subtle maltiness and a clean finish make it a great thirst-quencher. KÃƒÂ¶lsch pairs well with spicy foods, or by itself. Enjoy with friends and in good health. Round Barn beer is bottle conditioned, decant into a pint glass before drinking for the best taste experience.",1253,-1
Round Barn Summer Wheat,0,0,"An unpretentious American pale wheat beer, our Summer Wheat pours a cloudy golden-orange, just like a sunset over Lake Michigan. Its assertive wheat flavor is complimented with hints of citrus zest. Garnish with a slice of orange or lemon. Round Barn beer is bottle conditioned, decant into a weizen glass before drinking for the best taste experience.",1253,11
Round Barn Winter Wheat,0,0,"Our Winter Wheat is a rich, brown beer with hints of caramel and citrus creating a warming yet refreshing winter beer. Enjoy with Cajun or spicy cuisine. Round Barn beer is bottle conditioned, decant into a pint glass before drinking for the best taste experience.",1253,-1
75 Minute IPA,7.5,0,"Johnny Cask has entered the building! WeÃ¢â‚¬â„¢ve retrofitted a 15 barrel tank to perfectly produce a very special cask conditioned ale (so, we have a little time to play around during winters at the Delaware coast). This beer, known as Dogfish Head 75 Minute IPA is a blend of 60 and 90 Minute IPAs with a special whole leaf cascade dry-hopping session.",459,3
Six Rivers IPA,7.2,0,,1148,3
King's Peak Porter,4,0,"King's Peak Porter is deep mahogany in color and has a full-bodied malty flavor. Hints of chocolate malt are easily detectable.
Topped with a tan creamy head, this beer has a definite hop character that nicely balances its mild bitterness. 
King's Peak is the highest point in the state of Utah at 13,528 feet, located in northeastern Utah in the Uinta Mountains.",1304,2
3 Monts,8.5,0,,177,-1
Back Road Ale,5,0,"Back Road Brewery's flagship beer, and first original recipe of 1997, is also our house beer.  This mildly hopped copper colored brew has a rich smooth taste.  Hop varieties such as Styrian Goldings and English Fuggles are used to balance the beers maltiness.  A technique called dry hopping is used after fermentation to add fresh herbal aroma.  It is a great session beer and was made to satisfy a wide variety of palates.  Drink and enjoy LaPorte County's first production craft beer.",63,3
Belle Gunness Stout,5,0,"A notorious drink that's as dark as its' namesakes history!!  It is named after the infamous LaPorte, Indiana serial killer herself, Belle Gunness of 1908.  This Irish-style dry stout is amazingly smooth to drink.  You will taste chocolate, coffee and roasty flavors in every sip.  Don't be afraid of the dark.  A true dark beer lover would die to try it.  It definitely would not kill you to dig some up.",63,3
Back Road American Pale Ale,5,0,"If you are looking for a straight shooting quaffable beer with plenty of hops, this is it.  Straw colored from plump North American 2-row malted barley and deliciously hopped with Cascades from the USA, any patriot can enjoy this beer.  Cascade hops have a pleasant taste and fresh smell best described as florally or mildly citrusy.  A nice balance is struck between the malt and hops.  So how about it Yank?  Put that capitalism to work and buy some today!",63,3
Midwest IPA,7.2,0,It means India Pale Ale.  It's all about the hops on this one.  Brewers use hops to add bitterness and aroma to their beers.  If not for hops your beer would be too sweet.  Our IPA uses plenty of Chinook and Columbus hops from the Pacific Northwest.  The flavor can best be described as strong resiny grapefruit.  The long drawn out hop flavor is essential to the character of the beer.  So smack your buds on this one all you HOP HEADS.,63,3
Millennium Lager,5,0,A classic pilsner.,63,7
Maple City Gold,7.2,0,"No, there is no maple flavor here, just a great beer with a good name.  LaPorte, Indiana is known as the \Maple City\"" because of its trees.  This German style Oktoberfest lager beer has a golden copper color and intense malty flavor.  We make this beer 4 times a year",63,7
LaConner Pilsener,0,0,,763,7
Estrella Levante Clasica,4.8,0,,1087,9
Goose Island Imperial IPA,9,0,,585,3
Goose Island Midway IPA,6.8,0,,585,3
Night Stalker,11.5,0,,585,3
Crooked Tree IPA,6,0,"Inspired by West Coast I.P.A.'s, but brewed with Michigan style. The Crooked Tree is heavily dry hopped to give it a big aroma of pine and citrus. The flavors are big, yet very balanced between fresh hops and malt. Often described as \grapefruit\"" our hops give this beer an excellent fruit flavor that finishes dry",426,3
El Toro Negro Oatmeal Stout,0,0,,487,1
Tumbleweed IPA,5.7,0,"A GOLD MEDAL WINNER at the Great American Beer Festival, beating out 98 other IPA's and chosen as the best IPA in the country! It's amber color and incredible hoppy aroma will keep you coming back for more. R-U-HOPPY?",783,3
Behemoth Barley Wine,10.5,0,,1260,3
Broodoo,5.5,0,,1260,3
Alpha Klaus Xmas Porter,7.5,0,,1260,2
Munsterfest,0,0,,1260,7
Drunk Monk Hefeweizen,4.8,0,,1260,4
Timmermans  Faro,0,0,,1266,-1
Timmermans Forest Fruit,0,0,,1266,5
Timmermans Framboise,0,0,,1266,5
Timmermans PÃƒÂªche,0,0,,1266,5
Timmermans Gueuze,0,0,,1266,-1
Timmermans lambicus Blanche,0,0,,1266,-1
Timmermans Kriek,0,0,,1266,5
Martin's Pale Ale,5.8,0,,722,1
Descent Imperial Abbey Ale,8.3,0,"Beer Description:
This deep amber Imperial Abbey Ale melds malt and earth, spice and fruit to create a wonderful vehicle to wind down the day. Belgian yeast contributes flavor notes that accent the raisins and grains of paradise used in the brewing process. With strength and stamina, DESCENT is deliberately impetuous in its mission.",858,5
Anchor Witbier with Brettanomyces,6.25,0,"This Belgian witbier begins with equal parts malted wheat and pale barley to create its traditional cloudy white appearance. The addition of Brettanomyces gives ANCHOR its trademark \green apple\"" or \""horse blanket\"" aroma and lends tartness to the flavor and finish. At over 6% ABV",858,5
Pugsley's Signature Series XXXX IPA,9.25,0,"XXXX IPA is a non-traditional American IPA with a brilliant copper color and the classic citrus nose of Cascade hops. This beer demonstrates a unique balance of malt-inspired, delicate red grapefruit sweetness and lingering hop dryness. The OG and final ABV provide the structure and body to balance the harmony of distinct flavours. Cascade, Warrior, Summit and Glacier Hops are used for bittering and Cascade Hops are added for dry hopping after fermentation. This hop blend is well balanced with Malted Wheat, Pale Ale, Crystal, and Caramalt Malts. To fully enjoy all the flavours, this ale is best drunk at 55 degrees Fahrenheit. This beer pairs well with Cajun dishes, blackened fish, and BBQ. XXXX draws its name from the British brewing convention of using XÃ¢â‚¬â„¢s to denote style. 70 BUÃ¢â‚¬â„¢s, 1.092 OG, 9.25% ABV.",1136,3
Harpoon Winter Warmer,5.9,0,"Winter Warmer was HarpoonÃ¢â‚¬â„¢s first seasonal beer.  It was designed to be enjoyed during the holiday season. 
When you bring a glass of this dark copper ale to your lips to take your first sip you will notice the aroma of cinnamon.  There is no aromatic hop added that might overpower the distinct spice scent.  The medium body of this beer is formed from caramel and pale malts.  These create enough body to support the spices without making the beer excessively rich.  Bittering hops are added to counter the sweetness of the malt and spice.  The finish of the beer is a blend of cinnamon and nutmeg.  The combination of these two spices results in a balanced, pumpkin-pie flavor. 
The overall character is a smooth, medium bodied ale spiced with cinnamon and nutmeg",634,11
Imperial Mokah Blended Stout,11,0,A Jahva-Choklat hybrid.,1173,-1
Firestole Pale 31,4.6,0,One of the most award-winning American style pale ales in the country. This is the American beer style that started a revolution in taste. WeÃ¢â‚¬â„¢ve taken the classic British pale ale and elevated it with a wonderful dose of northwest American hops. A crisp floral hop aroma precedes a medium-bodied clean finishing ale.,524,3
Union Jack India Pale Ale,7.5,0,"The newest member of the Firestone family, Union Jack is the aggressive IPA that youÃ¢â‚¬â„¢ve been searching for. Citrus, pineapple, and a full chewy malt profile finish clean on your palate. Over 70 IBUs and 7.5% alcohol by volume, Union Jack wonÃ¢â‚¬â„¢t have any problem competing with the big India Pale Ales. A beer true to its origins; deeply hopped and bolstered for a long voyage.",524,3
Great Divide Belgica,7.2,0,"The Roman name for the Low CountriesÃ¢â‚¬â€œis a marriage of the best in American and Belgian brewing traditions. Belgian pilsner malt, a generous amount of American and European hops and a unique Belgian yeast strain combine to give Belgica big notes of citrus and spice, creating a lively concoction perfect for spring in the RockiesÃ¢â‚¬â€œor the Ardennes.",604,5
Great Divide Dunkel Weiss,6.4,0,"Think of it as a hefeweizenÃ¢â‚¬â„¢s older brother. A hearty mix of wheat and dark German barley malts gives it a medium body and muddy brown hue, while our proprietary yeast strain provides the signature notes of banana and clove. If you like wheat beers, come to the Dunkel side. You wonÃ¢â‚¬â„¢t be disappointed. Just donÃ¢â‚¬â„¢t put any lemon in it.",604,-1
Great Divide Saison,7.3,0,"Our homage to the beers that have quenched the thirst of Belgian farm workers for centuries. Brewed with barley, wheat and rice and fermented at high temperatures with a special blend of four different yeast strains, Saison is fruity and slightly tart, with a dry finish that makes it that rarest of treatsÃ¢â‚¬â€œa beer as refreshing as it is complex.",604,5
Restoration Pale Ale,5,0,"Abita Restoration Pale Ale was created after the back-to-back hurricanes devastated Louisiana. With your help, the abita Brewing Company raised over $500,000 for hurricane relief. This brilliant, golden pale ale has a rich body, mild bitterness and a snappy, fresh citrus hop flavor and aroma. Cold filtered and brewed in small batches using no additives or preservatives, the Abita Company is proud to be Louisiana True.",10,3
Atomic Raygun Imperial Red,8.3,0,"We welcome the latest release Atomic Raygun Imperial Red! Brewed with Pilsner, Chocolate and Caramel malts but well balanced with Columbus and Centennial Hops and coming in at 90 IBU's.  The Octane level on this one is coming in at 8.3!",1182,3
Head Trip,10.5,0,"Sweet with some
tropical flavors, some banana, a hint of clove.",304,5
Flashback Anniversary Ale,6.8,0,"Flashback Anniversary Ale is an India-Brown Ale with 6.8% ABV. This is the first beer weÃ¢â‚¬â„¢ve made here that uses one single hop variety (Cascade) in the recipe in five separate additions. The fresh Cascade hop aroma and flavor is perfectly balanced with the dark roasted grains, making Flashback a very unique beer. WeÃ¢â‚¬â„¢re calling it an India Brown Ale to help illustrate its flavor to the consumer. ItÃ¢â‚¬â„¢s hoppy like an IPA but dark and roasty like a Brown Ale. Put them together and voila! Flashback at its finest!",160,3
Cerise,6.5,0,,549,11
Double Trouble Imperial IPA,9.4,0,,549,3
Orlando Blonde Ale,0,0,,954,3
Steel Toe Stout,5.4,0,"This traditional English Cream Stout is brewed with actual milk sugar to create a creamy and sweet brew. Jet black in color, the latte frothy head will make you mooo for more.",1150,1
Moosehead Lager,5,0,,886,8
Mojo Risin' Double IPA,10,0,,160,3
Duck-Rabbit Amber Ale,5.5,0,Duck-Rabbit Amber Ale is a medium bodied beer with a lovely tawny copper or bronze color. This brew emphasizes malt complexity with layered caramel malt flavors. We put a lot of effort into getting this amber ale just right and we're extremely proud of the result!,469,3
Duck-Rabbit Brown Ale,5.6,0,The Duck-Rabbit Brown Ale is an American brown ale brewed with loads of hops from start to finish (itÃ¢â‚¬â„¢s hoppy and beautifully bitter). Amarillo hops in the boil provide a spicy citrusy bitterness. Saaz dry hops in the fermentor provide a refined flowery aroma. These hops are supported by a grain bill of seven varieties of malt. Oh yeah!,469,3
Duck-Rabbit Porter,5.7,0,"The Duck-Rabbit Porter is very dark in color. This robust porter features a pronounced flavor of roasted grains reminiscent of dark chocolate. Also, Paul and Brandon add oats to the grist to give a subtle round silkiness to the mouthfeel. WeÃ¢â‚¬â„¢re confident that youÃ¢â‚¬â„¢re really going to love this yummy porter!",469,2
Duck-Rabbit Milk Stout,5.7,0,The Duck-Rabbit Milk Stout is a traditional full-bodied stout brewed with lactose (milk sugar). The subtle sweetness imparted by the lactose balances the sharpness of the highly roasted grains which give this delicious beer its black color.,469,1
Back Burner Imperial Barley Wine Style Ale,10,0,"Long ago, British farmhouse brewers made special ales using the first runnings of the mash. These beers, now called barley wine, are brewed in the tradition of days past. At Southern Tier this long awaited brew is placed on the back burner until the start of the new year. Back Burner Barley Wine is a celebration of things to come and things remembered. ItÃ¢â‚¬â„¢s conceived in three small batches, using voluminous amounts of barley and hops. The process starts early in the morning and ends late into the night. We hope this rare brew reignites your spirit for another trip around the sun.",1173,3
ÃƒÅ“ber Sun Imperial Summer Wheat Ale,8,0,"It is through the movement of the universe that life presents itself in transformation. It is in this spirit that we make ÃƒÅ“berSun, a tribute to the dynamic energy of summer. The alignment of wheat and barley through this hop-infused brew embodies the solar system itself... This may be a difficult task, but one our brewers revel in! They brew a galaxy of taste into every batch. ÃƒÅ“berSun is the ultimate experience that will challenge you with each sip. ÃƒÅ“berSun Imperial Summer Wheat Beer takes off where our Hop Sun finishes. Like itÃ¢â‚¬â„¢s little brother, ÃƒÅ“berSun is clean and full of flavor, but donÃ¢â‚¬â„¢t pull an IcarusÃ¢â‚¬â€œ this is one big beer! Pour a glass or drink straight from the bottle, itÃ¢â‚¬â„¢s meant to be consumed wisely with friends between summer solstice and autumnal equniox.",1173,11
422 Pale Wheat Ale,5,0,"Pour 422 Pale Wheat Ale into a pint glass, give it a long whiff and youÃ¢â‚¬â„¢ll realize that this isnÃ¢â‚¬â„¢t your average pale golden wheat. Preserved in its unfiltered state, 422 is a fantastic session ale in which flavors of wheat, barley and hops commingle to a refreshing and zesty conclusion. Hints of orange and sweet malts waft to the fore as a touch of bitterness contributes to a smooth finish. 422 is brewed as a tribute to preserving our precious planet and itÃ¢â‚¬â„¢s environment. It is responsibly packaged with over 80% recycled consumer products and is completely recyclable. Enjoy 422 all year as to take one stride closer to a eco-friendly life.",1173,11
Holy Mackerel Special Golden Ale,8.5,0,,587,5
Holy Mackerel Mack In Black,8,0,,587,3
Huckleberry Ale,3.5,0,,391,11
Sea Dog Raspberry Wheat Ale,4.5,0,"Sea Dog Raspberry Wheat Ale is a dry, crisp refreshing ale with the added essence of raspberries.",1125,11
Wacko,4.5,0,This beer truly defies style. A portion of the fermentable sugars that make up this beer come from beet sugar. Real beet extract is used which gives the beer a beautiful light red color. ItÃ¢â‚¬â„¢s body is inviting and the taste is smooth. Hops are barely perceivable and are there to balance out the sweetness from the malt.,812,11
Black Ops,11,0,"Brooklyn Black Ops does not exist. However, if it did exist, it would be a robust stout concocted by the Brooklyn brewing team under cover of secrecy and hidden from everyone else at the brewery. Supposedly Ã¢â‚¬Å“Black opsÃ¢â‚¬Â was aged for four months in bourbon barrels, bottled flat, and re-fermented with Champagne yeast, creating big chocolate and coffee flavors with a rich underpinning of vanilla-like oat notes. They say there are only 1,000 cases. We have no idea what theyÃ¢â‚¬â„¢re talking about.",259,3
Fuller's ESB,4.5,0,"ESB was launched into the Fuller's family in 1971, as a winter brew to replace a beer named Old Burton Extra. The potential of the beer was soon realised and ESB was installed as a permanent fixture, creating an immediate impact. 
Not only was it one of the strongest regularly brewed draught beers in the country (at 5.5% ABV), it was also one of the tastiest, and as the awareness of the beer grew, so did its popularity. ESB's reputation was soon enhanced after being named CAMRA's (Campaign for Real Ale) Beer of the Year in 1978, and the beer has not stopped winning since! 
With three CAMRA Beer of the Year awards, two World Champion Beer awards, and numerous other gold medals to speak of, ESB is, quite simply, the Champion Ale.",563,1
Schlafly Oktoberfest,5.1,0,"A malty, full-bodied, deep reddish-amber lager. Traditionally brewed in March for the Oktoberfest in the fall, this style is also known as MÃƒÂ¤rzen. Also available in bottles.",1092,7
